player_id,first_name,last_name,full_name,is_active,team_id,team_abbr,jersey,position,height,weight,birth_date,experience,school,country,draft_year,draft_round,draft_number,updated_at
203025,Farhiya,Abdi,Farhiya Abdi,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.988037
100023,Tajama,Abraham,Tajama Abraham,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.988583
100658,Svetlana,Abrosimova,Svetlana Abrosimova,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.989113
203831,Natalie,Achonwa,Natalie Achonwa,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.989618
201882,Jessica,Adair,Jessica Adair,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.990122
202634,Danielle,Adams,Danielle Adams,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.990612
100836,Jordan,Adams,Jordan Adams,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.991097
1630153,Jaylyn,Agnew,Jaylyn Agnew,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.991434
100601,Elisa,Aguilar,Elisa Aguilar,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.991709
201492,Matee,Ajavon,Matee Ajavon,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.991984
1628262,Evelyn,Akhator,Evelyn Akhator,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.992254
1642777,Monique,Akoa Makani,Monique Akoa Makani,1,1611661317,PHX,,,,,,,,,,,,2026-05-24T09:57:29.992531
1630093,Bella,Alarie,Bella Alarie,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.992803
100158,Marcie,Alberts,Marcie Alberts,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.993095
100348,Markita,Aldridge,Markita Aldridge,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.993365
100168,Erin,Alexander,Erin Alexander,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.993634
203405,Kayla,Alexander,Kayla Alexander,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.993894
100218,Towana,Alhaleem,Towana Alhaleem,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.994160
1627700,Julie,Allemand,Julie Allemand,1,1611661332,TOR,,,,,,,,,,,,2026-05-24T09:57:29.994430
201513,Charel,Allen,Charel Allen,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.994697
1628263,Lindsay,Allen,Lindsay Allen,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.995037
204296,Rebecca,Allen,Rebecca Allen,1,1611661313,NYL,,,,,,,,,,,,2026-05-24T09:57:29.995720
1627687,Jillian,Alleyne,Jillian Alleyne,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.996609
1627691,Ameryst,Alston,Ameryst Alston,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.996988
100527,Mactabene,Amachree,Mactabene Amachree,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.997250
100036,Monique,Ambers,Monique Ambers,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.997501
1641656,Laeticia,Amihere,Laeticia Amihere,1,1611661331,GSV,,,,,,,,,,,,2026-05-24T09:57:29.997769
1642781,Georgia,Amoore,Georgia Amoore,1,1611661322,WAS,,,,,,,,,,,,2026-05-24T09:57:29.998035
200687,Ambrosia,Anderson,Ambrosia Anderson,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.998301
100873,Chantelle,Anderson,Chantelle Anderson,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.998566
201485,Jolene,Anderson,Jolene Anderson,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.998832
100553,Keisha,Anderson,Keisha Anderson,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.999098
1628304,Yvonne,Anderson,Yvonne Anderson,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.999368
100428,Mery,Andrade,Mery Andrade,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.999634
100026,Yvette,Angel,Yvette Angel,0,0,,,,,,,,,,,,,2026-05-24T09:57:29.999917
1643448,Nell,Angloma,Nell Angloma,1,1611661323,CON,,,,,,,,,,,,2026-05-24T09:57:30.000203
1629485,Kristine,Anigwe,Kristine Anigwe,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.000475
201500,Nicky,Anosike,Nicky Anosike,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.000740
202251,Jayne,Appel Marinelli,Jayne Appel Marinelli,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.001044
100075,Janeth,Arcain,Janeth Arcain,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.001323
203428,Anne,Marie Armstrong,Anne Marie Armstrong,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.001590
100067,Katasha,Artis,Katasha Artis,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.001861
100037,Marlies,Askamp,Marlies Askamp,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.002128
1631136,Pauline,Astier,Pauline Astier,1,1611661313,NYL,,,,,,,,,,,,2026-05-24T09:57:30.002411
1628878,Ariel,Atkins,Ariel Atkins,1,1611661320,LAS,,,,,,,,,,,,2026-05-24T09:57:30.002663
200679,La'Tangela,Atkinson,La'Tangela Atkinson,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.002896
201478,Morenike,Atunrase,Morenike Atunrase,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.003119
1631056,Amy,Atwell,Amy Atwell,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.003352
200671,Seimone,Augustus,Seimone Augustus,0,0,,,,,,,,,,,,,2026-05-24T09:57:30.003576
