row_uid,snapshot_id,scraped_at_source,scraped_at_utc,book,sport,league,source_file,partido,game_norm,jugador,player_norm,mercado_raw,linea_raw,handicap_raw,odds_decimal,market_key,stat_key,side,threshold,model_line,event_text,valid,error
401f3d82983fedf4f1f090083419890b7242b409,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),25+,0.0,1.5,player_points_hito,PTS,over,25,24.5,Donovan Mitchell 25+ PTS,1,
a09dda97eabe20a0d56ec42a0d19bd99b01a171c,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),26+,0.0,1.62,player_points_hito,PTS,over,26,25.5,Donovan Mitchell 26+ PTS,1,
2a04bf31a55fe41fde007acfcb5f24679d465bba,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),27+,0.0,1.78,player_points_hito,PTS,over,27,26.5,Donovan Mitchell 27+ PTS,1,
5e24f3f0af3532bfe2c34c36f0404543bfa84aca,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),28+,0.0,1.98,player_points_hito,PTS,over,28,27.5,Donovan Mitchell 28+ PTS,1,
b1e102b852f8d482bd8c1dd1b86c8160f0fa2a3a,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),29+,0.0,2.2,player_points_hito,PTS,over,29,28.5,Donovan Mitchell 29+ PTS,1,
8d1ce2ae1c43eba9087e2a324890664f8bc4d131,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),30+,0.0,2.45,player_points_hito,PTS,over,30,29.5,Donovan Mitchell 30+ PTS,1,
83026c37626292773cd5840cb0709fe02981f42a,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),31+,0.0,2.77,player_points_hito,PTS,over,31,30.5,Donovan Mitchell 31+ PTS,1,
03519851368d88588f05fa99766015ccbfbf2b93,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),32+,0.0,3.15,player_points_hito,PTS,over,32,31.5,Donovan Mitchell 32+ PTS,1,
d40f9301591981d31cc591a8d0252eb4b9b89dec,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),33+,0.0,3.6,player_points_hito,PTS,over,33,32.5,Donovan Mitchell 33+ PTS,1,
a16e7ab1ffa7949a5626ce9d3fa69db677f3b408,20260514_094005,2026-05-14T09:40:05-03:00,2026-05-14T12:40:05+00:00,betano,basketball,NBA,props_nba_20260514_094005.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Cade Cunningham,cade cunningham,Puntos (hitos),25+,0.0,1.55,player_points_hito,PTS,over,25,24.5,Cade Cunningham 25+ PTS,1,
