row_uid,snapshot_id,scraped_at_source,scraped_at_utc,book,sport,league,source_file,partido,game_norm,jugador,player_norm,mercado_raw,linea_raw,handicap_raw,odds_decimal,market_key,stat_key,side,threshold,model_line,event_text,valid,error
22147baf1b4bb46a163ce7f4db323e1fa1b011fa,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),25+,0.0,1.45,player_points_hito,PTS,over,25,24.5,Victor Wembanyama 25+ PTS,1,
67d3777f0f15b4fbd89bf64d614a7c402460963f,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),26+,0.0,1.57,player_points_hito,PTS,over,26,25.5,Victor Wembanyama 26+ PTS,1,
754d66a46db488d1954ab3484a483afac4b866a2,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),27+,0.0,1.72,player_points_hito,PTS,over,27,26.5,Victor Wembanyama 27+ PTS,1,
59470a08ceb9a2925e615bd606c70a0c9b4b892b,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),28+,0.0,1.9,player_points_hito,PTS,over,28,27.5,Victor Wembanyama 28+ PTS,1,
e2536b2f2b5d166409d3a861c34d002675495d4a,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),29+,0.0,2.1,player_points_hito,PTS,over,29,28.5,Victor Wembanyama 29+ PTS,1,
1164ea88463eac1b173b9f04a9dda305c966d0de,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),30+,0.0,2.35,player_points_hito,PTS,over,30,29.5,Victor Wembanyama 30+ PTS,1,
60669a36be1fbbaced81a20c70ae20e3702f7a67,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),31+,0.0,2.65,player_points_hito,PTS,over,31,30.5,Victor Wembanyama 31+ PTS,1,
b24dc34534ab1baaecf2d6a70b624ff1aaba5791,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),32+,0.0,3,player_points_hito,PTS,over,32,31.5,Victor Wembanyama 32+ PTS,1,
fe62cb9076dd21293b3ffe81a8310dd376ca119c,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Victor Wembanyama,victor wembanyama,Puntos (hitos),33+,0.0,3.4,player_points_hito,PTS,over,33,32.5,Victor Wembanyama 33+ PTS,1,
2c6f485080475d86974960332c62ca52b8328c47,20260512_101427,2026-05-12T10:14:27-03:00,2026-05-12T13:14:27+00:00,betano,basketball,NBA,props_nba_20260512_101427.csv,San Antonio Spurs Minnesota Timberwolves,san antonio spurs minnesota timberwolves,Anthony Edwards,anthony edwards,Puntos (hitos),25+,0.0,1.5,player_points_hito,PTS,over,25,24.5,Anthony Edwards 25+ PTS,1,
