row_uid,snapshot_id,scraped_at_source,scraped_at_utc,book,sport,league,source_file,partido,game_norm,jugador,player_norm,mercado_raw,linea_raw,handicap_raw,odds_decimal,market_key,stat_key,side,threshold,model_line,event_text,valid,error
dcc336b9feac2a3266137f5e54333f1e0fa06cbb,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),25+,0.0,1.33,player_points_hito,PTS,over,25,24.5,Jalen Brunson 25+ PTS,1,
51c461f5040c675e99d6beb12aa59cf246598624,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),26+,0.0,1.42,player_points_hito,PTS,over,26,25.5,Jalen Brunson 26+ PTS,1,
194f7e8030d1cb1da554b635bc6b2b57c3501a87,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),27+,0.0,1.53,player_points_hito,PTS,over,27,26.5,Jalen Brunson 27+ PTS,1,
d60d93fa6bc1c45f555e225faaf3ec2165ef9e49,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),28+,0.0,1.67,player_points_hito,PTS,over,28,27.5,Jalen Brunson 28+ PTS,1,
b6989f9a409fddc8f4c3dac0df38b05245e163a0,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),29+,0.0,1.82,player_points_hito,PTS,over,29,28.5,Jalen Brunson 29+ PTS,1,
b01a06a6c57d2664868ff596c66a4658c940a19f,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),30+,0.0,2,player_points_hito,PTS,over,30,29.5,Jalen Brunson 30+ PTS,1,
4d351ee3f5058d612e90032b7575ddc959c6530c,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),31+,0.0,2.2,player_points_hito,PTS,over,31,30.5,Jalen Brunson 31+ PTS,1,
823bd42ff2a579c49de60646c84a4c692549eaae,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),32+,0.0,2.45,player_points_hito,PTS,over,32,31.5,Jalen Brunson 32+ PTS,1,
a60239550a2c1d3ad4faeb2197eab9a8a8328688,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Jalen Brunson,jalen brunson,Puntos (hitos),33+,0.0,2.75,player_points_hito,PTS,over,33,32.5,Jalen Brunson 33+ PTS,1,
daa1ef580e8e86bdafe050bb44543429184a0869,20260519_195026,2026-05-19T19:50:26-03:00,2026-05-19T22:50:26+00:00,betano,basketball,NBA,props_nba_20260519_195026.csv,New York Knicks Cleveland Cavaliers,new york knicks cleveland cavaliers,Donovan Mitchell,donovan mitchell,Puntos (hitos),24+,0.0,1.42,player_points_hito,PTS,over,24,23.5,Donovan Mitchell 24+ PTS,1,
