row_uid,snapshot_id,scraped_at_source,scraped_at_utc,book,sport,league,source_file,partido,game_norm,jugador,player_norm,mercado_raw,linea_raw,handicap_raw,odds_decimal,market_key,stat_key,side,threshold,model_line,event_text,valid,error
e2a71bc49a33b41f5509d743bd22c751c289116b,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),25+,0.0,1.5,player_points_hito,PTS,over,25,24.5,Donovan Mitchell 25+ PTS,1,
11e5c11f923902a82d7c8e715c0a7e4586a42be1,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),26+,0.0,1.62,player_points_hito,PTS,over,26,25.5,Donovan Mitchell 26+ PTS,1,
fe23fb12be2a6fa88bb441d904a09cb8b86aed44,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),27+,0.0,1.78,player_points_hito,PTS,over,27,26.5,Donovan Mitchell 27+ PTS,1,
331bb80e2b1fb28a99adbfcf3a2cd0c0ce14d47e,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),28+,0.0,1.95,player_points_hito,PTS,over,28,27.5,Donovan Mitchell 28+ PTS,1,
2c5e5b292ccb5d31ffdced4703e355efdac8e5f4,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),29+,0.0,2.18,player_points_hito,PTS,over,29,28.5,Donovan Mitchell 29+ PTS,1,
fcc4a56195c1011bbe5a1b51114e45d680586fec,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),30+,0.0,2.47,player_points_hito,PTS,over,30,29.5,Donovan Mitchell 30+ PTS,1,
a1eed52ef6dd09546e81ea1e4ac9ea91b7cbef2b,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),31+,0.0,2.77,player_points_hito,PTS,over,31,30.5,Donovan Mitchell 31+ PTS,1,
14fb99fba22a534f70e92ff958726f868c9a83a7,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),32+,0.0,3.15,player_points_hito,PTS,over,32,31.5,Donovan Mitchell 32+ PTS,1,
1b8c03f872074589664cbbc08821fae0709254a2,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Donovan Mitchell,donovan mitchell,Puntos (hitos),33+,0.0,3.6,player_points_hito,PTS,over,33,32.5,Donovan Mitchell 33+ PTS,1,
b8ae2d68452acff1ab05222995d95fbee5da332c,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Cade Cunningham,cade cunningham,Puntos (hitos),25+,0.0,1.55,player_points_hito,PTS,over,25,24.5,Cade Cunningham 25+ PTS,1,
5be9c00fde8afaa3cb76b2ee3b93bdd565318e47,20260511_105223,2026-05-11T10:52:23-03:00,2026-05-11T13:52:23+00:00,betano,basketball,NBA,props_nba_20260511_105223.csv,Cleveland Cavaliers Detroit Pistons,cleveland cavaliers detroit pistons,Cade Cunningham,cade cunningham,Puntos (hitos),27+,0.0,1.85,player_points_hito,PTS,over,27,26.5,Cade Cunningham 27+ PTS,1,
