player_id,first_name,last_name,full_name,is_active,team_id,team_abbr,jersey,position,height,weight,birth_date,experience,school,country,draft_year,draft_round,draft_number,updated_at
203025,Farhiya,Abdi,Farhiya Abdi,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.552296
100023,Tajama,Abraham,Tajama Abraham,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.552706
100658,Svetlana,Abrosimova,Svetlana Abrosimova,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.553087
203831,Natalie,Achonwa,Natalie Achonwa,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.553499
201882,Jessica,Adair,Jessica Adair,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.553874
202634,Danielle,Adams,Danielle Adams,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.554243
100836,Jordan,Adams,Jordan Adams,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.554615
1630153,Jaylyn,Agnew,Jaylyn Agnew,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.554985
100601,Elisa,Aguilar,Elisa Aguilar,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.555361
201492,Matee,Ajavon,Matee Ajavon,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.555733
1628262,Evelyn,Akhator,Evelyn Akhator,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.556100
1642777,Monique,Akoa Makani,Monique Akoa Makani,1,1611661317,PHX,,,,,,,,,,,,2026-07-16T12:30:07.556456
1630093,Bella,Alarie,Bella Alarie,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.556813
100158,Marcie,Alberts,Marcie Alberts,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.557189
100348,Markita,Aldridge,Markita Aldridge,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.557565
100168,Erin,Alexander,Erin Alexander,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.557931
203405,Kayla,Alexander,Kayla Alexander,1,1611661332,TOR,,,,,,,,,,,,2026-07-16T12:30:07.558291
100218,Towana,Alhaleem,Towana Alhaleem,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.558658
1627700,Julie,Allemand,Julie Allemand,1,1611661332,TOR,,,,,,,,,,,,2026-07-16T12:30:07.559017
201513,Charel,Allen,Charel Allen,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.559386
1628263,Lindsay,Allen,Lindsay Allen,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.559761
204296,Rebecca,Allen,Rebecca Allen,1,1611661313,NYL,,,,,,,,,,,,2026-07-16T12:30:07.560118
1627687,Jillian,Alleyne,Jillian Alleyne,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.560475
1627691,Ameryst,Alston,Ameryst Alston,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.560832
100527,Mactabene,Amachree,Mactabene Amachree,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.561189
100036,Monique,Ambers,Monique Ambers,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.561562
1641656,Laeticia,Amihere,Laeticia Amihere,1,1611661331,GSV,,,,,,,,,,,,2026-07-16T12:30:07.561920
1642781,Georgia,Amoore,Georgia Amoore,1,1611661322,WAS,,,,,,,,,,,,2026-07-16T12:30:07.562275
200687,Ambrosia,Anderson,Ambrosia Anderson,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.562631
100873,Chantelle,Anderson,Chantelle Anderson,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.562979
201485,Jolene,Anderson,Jolene Anderson,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.563338
100553,Keisha,Anderson,Keisha Anderson,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.563690
1628304,Yvonne,Anderson,Yvonne Anderson,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.564042
100428,Mery,Andrade,Mery Andrade,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.564395
100026,Yvette,Angel,Yvette Angel,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.564749
1643448,Nell,Angloma,Nell Angloma,1,1611661323,CON,,,,,,,,,,,,2026-07-16T12:30:07.565104
1629485,Kristine,Anigwe,Kristine Anigwe,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.565474
201500,Nicky,Anosike,Nicky Anosike,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.565833
202251,Jayne,Appel Marinelli,Jayne Appel Marinelli,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.566192
100075,Janeth,Arcain,Janeth Arcain,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.566548
203428,Anne,Marie Armstrong,Anne Marie Armstrong,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.566900
100067,Katasha,Artis,Katasha Artis,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.567256
100037,Marlies,Askamp,Marlies Askamp,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.567608
1631136,Pauline,Astier,Pauline Astier,1,1611661313,NYL,,,,,,,,,,,,2026-07-16T12:30:07.567981
1628878,Ariel,Atkins,Ariel Atkins,1,1611661320,LAS,,,,,,,,,,,,2026-07-16T12:30:07.568344
200679,La'Tangela,Atkinson,La'Tangela Atkinson,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.568711
201478,Morenike,Atunrase,Morenike Atunrase,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.569074
1631056,Amy,Atwell,Amy Atwell,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.569452
200671,Seimone,Augustus,Seimone Augustus,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.569811
1631022,Shakira,Austin,Shakira Austin,1,1611661322,WAS,,,,,,,,,,,,2026-07-16T12:30:07.570162
204468,Valeriane,Ayayi,Valeriane Ayayi,1,1611661317,PHX,,,,,,,,,,,,2026-07-16T12:30:07.570516
100441,Angela,Aycock,Angela Aycock,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.570870
202629,Miranda,Ayim,Miranda Ayim,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.571223
100847,Leigh,Aziz,Leigh Aziz,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.571581
100382,Jennifer,Azzi,Jennifer Azzi,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.571938
100237,Tricia,Bader Binford,Tricia Bader Binford,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.572307
1642763,Marième,Badiane,Marième Badiane,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.572668
200682,Sherill,Baker,Sherill Baker,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.573028
201054,Alison,Bales,Alison Bales,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.573396
100535,Rhonda,Banchero,Rhonda Banchero,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.573760
1627671,Rachel,Banham,Rachel Banham,1,1611661329,CHI,,,,,,,,,,,,2026-07-16T12:30:07.574115
1643706,Ornella,Bankole,Ornella Bankole,1,1611661332,TOR,,,,,,,,,,,,2026-07-16T12:30:07.574471
100043,Elena,Baranova,Elena Baranova,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.574821
1643434,Janiah,Barker,Janiah Barker,1,1611661319,LVA,,,,,,,,,,,,2026-07-16T12:30:07.575169
1642782,Sarah,Ashlee Barker,Sarah Ashlee Barker,1,1611661327,PDX,,,,,,,,,,,,2026-07-16T12:30:07.575523
100231,Adia,Barnes,Adia Barnes,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.575880
100230,Quacy,Barnes,Quacy Barnes,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.576234
200691,Mistie,Bass,Mistie Bass,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.576593
100878,Suzy,Batkovic-Brown,Suzy Batkovic-Brown,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.576965
101035,Jacqueline,Batteast,Jacqueline Batteast,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.577323
101047,Ashley,Battle,Ashley Battle,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.577687
100294,Cass,Bauer-Bilodeau,Cass Bauer-Bilodeau,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.578040
203037,Vicki,Baugh,Vicki Baugh,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.578393
100949,Alana,Beard,Alana Beard,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.578747
100041,Ryneldi,Becenti,Ryneldi Becenti,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.579095
201517,Kimberly,Beck,Kimberly Beck,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.579447
1643441,Raegan,Beers,Raegan Beers,1,1611661323,CON,,,,,,,,,,,,2026-07-16T12:30:07.579793
1629495,Kenisha,Bell,Kenisha Bell,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.580144
1631006,Kierstan,Bell,Kierstan Bell,1,1611661319,LVA,,,,,,,,,,,,2026-07-16T12:30:07.580495
1627648,Evgeniia,Belyakova,Evgeniia Belyakova,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.580843
1628868,Hind,Ben Abdelkader,Hind Ben Abdelkader,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.581195
100921,Jenni,Benningfield,Jenni Benningfield,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.581556
203410,Alex,Bentley,Alex Bentley,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.581906
1631081,Katie,Benzan,Katie Benzan,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.582258
201491,Val,Berezhynska,Val Berezhynska,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.582608
1641658,Grace,Berger,Grace Berger,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.582955
100739,Lucienne,Berthieu,Lucienne Berthieu,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.583308
1629571,Morgan,Bertsch,Morgan Bertsch,0,0,,,,,,,,,,,,,2026-07-16T12:30:07.583662
